Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Hudson High School Texas,UnitedStates,USA,Hudson High School is a public high school located just outside Lufkin Texas USA and classified as a 4A school by the UIL,P17,Forwards
Angela Arcangeli,1992SummerOlympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
Pleasant Grove High School Texas,UnitedStates,United States,Pleasant Grove High School is a public high school located in Texarkana Texas United States,P17,Forwards
The Cambridge School of Weston,Massachusetts,Massachusetts,The Cambridge School of Weston also known as CSW or The Cambridge School is an independent coeducational high school in Weston Massachusetts,P131,Forwards
International Christian School Uijeongbu,SouthKorea,South Korea,The International Christian School of Uijeongbu Korean 국제 크리스쳔학교 or ICSU is a Christian international school founded in 1983 in Uijeongbu South Korea,P17,Forwards
Brian Butch,NBAGLeague,NBA G League,He is currently working as a radio color commentator for the Wisconsin Herd of the NBA G League,P118,Forwards
Sociedad Italiana de Tiro al Segno,Argentina,Argentine,Sociedad Italiana de Tiro al Segno in English Italian Target Shooting Society mostly known for its acronym SITAS is an Argentine sports club located in El Palomar Buenos Aires,P17,Forwards
La Feria High School,UnitedStates,USA,La Feria High School also abbreviated as  LFHS is a public high school located in La Feria Texas USA,P17,Forwards
Bermudian Springs High School,BermudianSpringsSchoolDistrict,Bermudian Springs School District,It is the sole high school operated by the Bermudian Springs School District,P5353,Forwards
Trafalgar Centre,NelsonNewZealand,Nelson New Zealand,The Trafalgar Centre is a multipurpose events centre located in Nelson New Zealand,P131,Forwards
NYIT Bears,NCAADivisionII,NCAA Division II,Tech is best known for its mens lacrosse team which has won four NCAA Division II national championships,P118,Forwards
Town Centre Park,Coquitlam,Coquitlam,Town Centre Park is a park in central Coquitlam British Columbia just north of the Coquitlam Centre shopping mall,P131,Forwards
Vassilis Xanthopoulos,Pointguard,point guard,He is 6160ft 2 in 188 m tall and he plays at the point guard position,P413,Forwards
1962 in sports,1963insports,1963,1959160196016019611601962160196316019641601965,P155,Backwards
Dartmouth College,UnitedStates,United States,Dartmouth College ˈdɑːrtməθ DARTməth is a private Ivy League research university in Hanover New Hampshire United States,P17,Forwards
Rigby High School,UnitedStates,United States,Rigby High School is a fouryear public high school in the western United States located in Rigby Idaho,P17,Forwards
Italy at the 1959 Summer Universiade,Italy,Italy,Italy competed at the 1959 Summer Universiade in Turin Italy,P17,Forwards
Prudential Center,NewarkNewJersey,Newark New Jersey,Prudential Center is a multipurpose indoor arena in the central business district of Newark New Jersey United States,P131,Forwards
Antoine Rigaudeau,Shootingguard,shooting guard, During his playing days he played at the point guard shooting guard and small forward positions,P413,Forwards
Manolis Papamakarios,Pointguard,point guard,He is 192 m 6160ft 3 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in tall and he mainly played as a shooting guard but he could also play at the point guard point forward and small forward positions,P413,Forwards
Woden High School,UnitedStates,USA,Woden High School is a public high school located in Woden Texas USA and classified as a 2A school by the UIL,P17,Forwards
1966 in sports,1965insports,1965,1963160196416019651601966160196716019681601969,P155,Forwards
Aleksandr Petrov basketball,Centerbasketball,centers,Aleksandr Pavlovich Petrov sometimes Alexandre Russian Александр Павлович Петров 14 May 1939 – 5 May 2001 was one of the first tall centers in Soviet basketball,P413,Forwards
Small forward,JuliusErving,Julius Erving,Small forwards inducted in the Naismith Memorial Basketball Hall of Fame include Julius Erving Larry Bird James Worthy Elgin Baylor Scottie Pippen Dominique Wilkins Rick Barry Cheryl Miller and Sheryl Swoopes,P413,Backwards
Nikolay Padius,Shootingguard,shooting guard,At a height of 197 m 6160ft 5 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in tall and a weight of 93160kg 205 pounds he played at the shooting guard position,P413,Forwards
Romanas Brazdauskis,Lithuania,Lithuania,Romanas Brazdauskis born February 20 1964 in Kretinga is a former basketball player from Lithuania who won the bronze medal with the Lithuania national basketball team at the 1992 Summer Olympics in Barcelona Spain,P27,Forwards
2010 in sports,2011insports,2011,2011,P155,Backwards
Peru High School,UnitedStates,United States,Peru High School also known as PHS is a high school located in Peru Indiana United States serving students in grades 9–12 for Peru Community Schools,P17,Forwards
Jarrod Kenny,Pointguard,point guard,The 188160cm point guard attended Westlake Boys High School and has represented the New Zealand Tall Blacks multiple times,P413,Forwards
Georgios Limniatis,Pointguard,point guard,He played at the point guard position,P413,Forwards
Centro Insular de Deportes,Spain,Spain,Centro Insular de Deportes is an indoor arena in Las Palmas Spain,P17,Forwards
Rik Smits,NationalBasketballAssociation,National Basketball Association,Rik Smits born 23 August 1966 nicknamed The Dunking Dutchman is a Dutch former professional basketball player who spent his entire career with the Indiana Pacers of the National Basketball Association NBA  The 7foot4inch 224160m center was drafted by the Pacers out of Marist College with the second overall pick in the 1988 NBA draft,P118,Forwards
Robert Breuwer,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Wollongong Entertainment Centre,NewSouthWales,New South Wales,Wollongong Entertainment Centre also known by its naming rights sponsor WIN Entertainment Centre and colloquially as the WEC is a multipurpose indoor arena located in Wollongong New South Wales Australia,P131,Forwards
Center basketball,BillRussell,Bill Russell,In the 1950s and 1960s George Mikan and Bill Russell were centerpieces of championship dynasties and defined early prototypical centers,P413,Backwards
Igors Miglinieks,Shootingguard,shooting guard,He played at the point guard and shooting guard positions,P413,Forwards
Zakhar Pashutin,Shootingguard,shooting guard,At a height of 196 m 65 and a weight of 95160kg 210 lbs he played as a shooting guard,P413,Forwards
Shen YuKong,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Deni Avdija,NationalBasketballAssociation,National Basketball Association,Deni Avdija Hebrew דני אבדיה8206 Serbian Cyrillic Дени Авдија born 3 January 2001 is an IsraeliSerbian professional basketball player for the Washington Wizards of the National Basketball Association NBA,P118,Forwards
Aris Thessaloniki,Greece,Greek,Athlitikos Syllogos Aris Thessalonikis means Athletic Club Aris Thessaloniki Greek Αθλητικός Σύλλογος Άρης Θεσσαλονίκης is a major Greek multisport club founded on 25 March 1914 in Thessaloniki,P17,Forwards
Perry High School Oklahoma,UnitedStates,United States,Perry High School is a public secondary school in Perry Oklahoma United States,P17,Forwards
Christos Tapoutos,Powerforwardbasketball,power forward,At a height of 206 m 69 tall he played at both the small forward and power forward positions with power forward being his main position,P413,Forwards
R L Turner High School,UnitedStates,USA,Turner High School is a public high school located in Carrollton Texas USA in the CarrolltonFarmers Branch Independent School District,P17,Forwards
Womens National Basketball Association,UnitedStates,United States,The Womens National Basketball Association WNBA is a professional basketball league in the United States,P17,Forwards
1973 in sports,1972insports,1972,1970160197116019721601973160197416019751601976,P155,Forwards
Seo Janghoon,SouthKorea,South Korean,Seo Janghoon Korean58160서장훈59 Hanja58160徐章勳 born 3 June 1974 is a former South Korean professional basketball player who is currently active as an entertainer and variety show star,P27,Forwards
Ballston Spa High School,NewYorkstate,New York,Ballston Spa High School is a public high school located in Ballston Spa New York United States,P131,Forwards
Nikos Barlos,Smallforward,small forward,During his playing career at a height of 203 m 68 tall he played at both the small forward and power forward positions,P413,Forwards
Peristeri Indoor Hall Andreas Papandreou,Greece,Greece,Peristeri Indoor Hall Andreas Papandreou or Peristeri Arena is an indoor sporting arena that is located in Peristeri a western borough of Athens Greece,P17,Forwards
Point guard,OscarRobertson,Oscar Robertson,Other point guards who have been named NBA MVP include Bob Cousy Oscar Robertson Derrick Rose and Russell Westbrook and twotime winners Steve Nash and Stephen Curry,P413,Backwards
