Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Augustus of Prima Porta,Vatican Museums,Vatican Museums,The Augustus of Prima Porta is now displayed in the Braccio Nuovo New Arm of the Vatican Museums,P195,Forwards
Lurnfeld,Austria,Austrian,Lurnfeld is a market town in the district of Spittal an der Drau in the Austrian state of Carinthia,P17,Forwards
La Rochelle,Aunis,Aunis,The capital Aunis has become the most important coastal city between the Loire and Gironde estuaries,P36,Backwards
Sack of Rome 1527,Papal States,Papal States,The Sack of Rome then part of the Papal States on 6 May 1527 was carried out by the mutinous troops of Charles V Holy Roman Emperor during the War of the League of Cognac,P710,Forwards
Geography of Algeria,Algeria,Algeria,Algeria comprises 2381741 square kilometers of land more than fourfifths of which is desert in northern Africa between Morocco and Tunisia,P1269,Forwards
Ariobarzanes I of Media Atropatene,Artavasdes I of Media Atropatene,Artavasdes I of Media Atropatene,He appeared to have died in 56 BC as he was succeeded by his son Artavasdes I of Media Atropatene,P22,Backwards
Raphael Rooms,High Renaissance,High Renaissance,Together with Michelangelos Sistine Chapel ceiling frescoes they are the grand fresco sequences that mark the High Renaissance in Rome,P135,Forwards
Ancient Rome,Classical antiquity,classical antiquity,It is often grouped into classical antiquity together with ancient Greece and their similar cultures and societies are known as the GrecoRoman world,P706,Backwards
Francesco Angeloni,Terni,Terni,Born in Terni in Umbria—a region of Italy at that time part of the Papal States—he studied in Perugia then moved to Rome where he served as secretary of cardinal Ippolito Aldobrandini later Pope Clement VIII d,P19,Forwards
Raetia,Roman Empire,Roman Empire,Raetia ˈriːʃiə REEsheeə Latin160ˈrae̯tɪa also spelled Rhaetia was a province of the Roman Empire named after the Rhaetian Raeti or Rhaeti people,P2348,Forwards
Early life and academic career of Woodrow Wilson,Woodrow Wilson,,,P1269,Forwards
Pope Alexander VII,Papal States,Papal States,Pope Alexander VII 13 February 159916082113222 May 1667 born Fabio Chigi was head of the Catholic Church and ruler of the Papal States from 7 April 1655 to his death in 1667,P27,Forwards
List of pharaohs,Ancient Egypt,Ancient Egypt,The title Pharaoh is used for those rulers of Ancient Egypt who ruled after the unification of Upper and Lower Egypt by Narmer during the Early Dynastic Period approximately 3100 BC,P2348,Forwards
Portus,Lazio,Lazio,The archaeological remains of the harbour are near the modernday Italian village of Porto within the Comune of Fiumicino just south of Rome in Lazio ancient Latium,P131,Forwards
Otto von Bismarck,FrancoPrussian War,France,He provoked three short decisive wars against Denmark Austria and France,P607,Forwards
Bridge near Limyra,Turkey,Turkey,The Bridge near Limyra in Turkish Kırkgöz Kemeri Bridge of the Forty Arches is a late Roman bridge in Lycia in modern southwest Turkey and one of the oldest segmented arch bridges in the world,P17,Forwards
Classe ancient port of Ravenna,Ravenna,Ravenna,When it was not being used as a military port it was an important commercial port for the imperial capital of Ravenna in the Roman Empire,P131,Forwards
Potenza,Basilicata,Basilicata,Capital of the Province of Potenza and the Basilicata region the city is the highest regional capital and one of the highest provincial capitals in Italy overlooking the valley of the Basento river in the Apennine Mountains of Lucania east of Salerno,P36,Backwards
Caerphilly Castle,Glamorgan,Glamorgan,The castle was constructed by Gilbert de Clare in the 13th century as part of his campaign to maintain control of Glamorgan and saw extensive fighting between Gilbert his descendants and the native Welsh rulers,P7959,Forwards
Middle Ages,Early Middle Ages,Early,The medieval period is itself subdivided into the Early High and Late Middle Ages,P527,Forwards
Citadel of Aleppo,Syria,Syria,The Citadel of Aleppo Arabic قلعة حلب8206 romanized160Qalʿat Ḥalab is a large medieval fortified palace in the centre of the old city of Aleppo northern Syria,P137,Forwards
Fifth Crusade,Pope Honorius III,Pope Honorius III,Pope Innocent III and his successor Pope Honorius III organized crusading armies led by King Andrew II of Hungary and Duke Leopold VI of Austria and an attack against Jerusalem ultimately left the city in Muslim hands,P607,Backwards
Late Middle Ages,High Middle Ages,High Middle Ages,The Late Middle Ages followed the High Middle Ages and preceded the onset of the early modern period and in much of Europe the Renaissance,P156,Backwards
Fra Moriale,Condottiero,condottiero,Montréal de Albarno also known as Fra Moriale 1315160 –August 1354 was a Provençal mercenary and condottiero,P106,Forwards
JulioClaudian dynasty,Nero,Nero,The JulioClaudian dynasty comprised the first five Roman emperors Augustus Tiberius Caligula Claudius and Nero,P53,Backwards
Monarch,Head of state,head of state,A monarch is a head of state for life or until abdication and therefore the head of state of a monarchy,P279,Forwards
Albucia gens,Ancient Rome,Ancient Rome,The gens Albucia or Albutia was a minor plebeian family at Ancient Rome family known from the late second century BC to the first century AD,P17,Forwards
Damscheid,Germany,Germany,Damscheid is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Mount Arbel,Israel,Israel,Mount Arbel Hebrew הר ארבל8206 Har Arbel is a mountain in The Lower Galilee near Tiberias in Israel with high cliffs views of Mount Hermon in the Golan Heights trails to a cavefortress and ruins of an ancient synagogue,P17,Forwards
Toledo Spain,Province of Toledo,province  of Toledo,Toledo UK tɒˈleɪdoʊ US toʊˈleɪðoʊ ˈlɛð təˈliːdoʊ Spanish160toˈleðo32listen is a city and municipality of Spain capital of the province  of Toledo and the de jure seat of the government and parliament of the autonomous community of Castilla–La Mancha,P1376,Forwards
Eleşkirt,Turkey,Turkey,Eleşkirt Kurdish Zêdikan8206 is a town and district of Ağrı Province in Turkey,P17,Forwards
Culture of Italy,Italy,Italy,Italy is considered one of the birthplaces of western civilization and a cultural superpower,P2596,Backwards
Hunting,Wolf hunting,wolf hunting,wolf hunting to eliminate pests and nuisance animals that damage cropslivestockpoultry or spread diseases see varminting for tradetourism see safari or for ecological conservation against overpopulation and invasive species see culling,P279,Backwards
Urbino,Italy,Italy,Urbino UK ɜːrˈbiːnoʊ urBEEnoh Italian160urˈbiːno32listen Romagnol Urbìn is a walled city in the Marche region of Italy southwest of Pesaro a World Heritage Site notable for a remarkable historical legacy of independent Renaissance culture especially under the patronage of Federico da Montefeltro duke of Urbino from 1444 to 1482,P17,Forwards
Francesco Barberini 1597–1679,Antonio Barberini,Antonio Barberini,Francesco was the elder brother of Cardinal Antonio Barberini and Taddeo Barberini who became Prince of Palestrina,P3373,Backwards
Hunedoara County,Romania,Romania,Hunedoara County Romanian pronunciation160huneˈdo̯ara32listen is a county județ of Romania in Transylvania with its capital city at Deva,P150,Backwards
Regia,Roman Forum,Roman Forum,The Regia Royal house was a twopart structure in Ancient Rome lying along the Sacra Via at the edge of the Roman Forum that originally served as the residence or one of the main headquarters of kings of Rome and later as the office of the Pontifex Maximus the highest religious official of Rome,P276,Forwards
Jakob Ayrer,Germany,German,1543 8211 March 26 1605 or in 1625 was a German playwright and author of Fastnachtsspiele carnival or Shrovetide plays,P27,Forwards
Kappeln RhinelandPalatinate,Germany,Germany,Kappeln is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Heidesheim am Rhein,Germany,Germany,Heidesheim am Rhein is a former Ortsbezirk – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the MainzBingen district in RhinelandPalatinate Germany,P17,Forwards
Piedmont,Lombardy,Lombardy,It borders the Liguria region to the south the Lombardy and EmiliaRomagna regions to the east and the Aosta Valley region to the northwest it also borders Switzerland to the northeast and France to the west,P47,Backwards
Giuseppe Garibaldi,Kingdom of Sardinia,Kingdom of Sardinia,The expedition was a success and concluded with the annexation of Sicily Southern Italy Marche and Umbria to the Kingdom of Sardinia before the creation of a unified Kingdom of Italy on 17 March 1861,P27,Forwards
1644 papal conclave,Pope Innocent X,Pope Innocent X,It lasted from 9 August to 15 September 1644 the cardinal electors chose Giovanni Battista Pamphili who took office as Pope Innocent X,P710,Forwards
Pope Urban VII,Papal States,Papal States,Pope Urban VII Latin Urbanus VII 4 August 1521 – 27 September 1590 born Giovanni Battista Castagna was head of the Catholic Church and ruler of the Papal States from 15 to 27 September 1590,P27,Forwards
Francia,Charles Martel,Charles Martel,Under the nearly continuous campaigns of Pepin of Herstal Charles Martel Pepin the Short Charlemagne and Louis the Pious—father son grandson greatgrandson and greatgreatgrandson—the greatest expansion of the Frankish empire was secured by the early 9th century by this point dubbed as the Carolingian Empire,P27,Backwards
Pope Alexander II,Catholic Church,Catholic Church,Pope Alexander II 10101015 8211 21 April 1073 born Anselm of Baggio was the head of the Roman Catholic Church and ruler of the Papal States from 1061 to his death in 1073,P140,Forwards
Kingdom of Sardinia,Turin,Turin,While in theory the traditional capital of the island of Sardinia and the seat of its viceroys had always been Cagliari it was the Piedmontese city of Turin the capital of Savoy since the mid 16th century which was the de facto seat of power under Savoyard rule,P36,Forwards
Veldenz,Germany,Germany,Veldenz is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the BernkastelWittlich district in RhinelandPalatinate Germany,P17,Forwards
Pope Clement IV,Catholic Church,Catholic Church,Pope Clement IV Latin Clemens IV c 23 November 1190 – 29 November 1268 born Gui Foucois Latin Guido Falcodius French Guy de Foulques or Guy Foulques and also known as Guy le Gros French for Guy the Fat Italian Guido il Grosso was bishop of Le Puy 1257–1260 archbishop of Narbonne 1259–1261 cardinal of Sabina 1261–1265 and head of the Catholic Church from 5 February 1265 until his death,P140,Forwards
Pope Adrian II,Papal States,Papal States,Pope Adrian II Latin Adrianus II 79216082113214 December 872 was the bishop of Rome and ruler of the Papal States from 867 to his death,P937,Forwards
Mediterranean Sea,Turkey,Turkey,The countries surrounding the Mediterranean in clockwise order are Spain France Monaco Italy Slovenia Croatia Bosnia and Herzegovina Montenegro Albania Greece Turkey Syria Lebanon Israel Egypt Libya Tunisia Algeria and Morocco Malta and Cyprus are island countries in the sea,P206,Backwards
Spain,Balearic Islands,Balearic Islands,Its territory also includes two archipelagos the Canary Islands off the coast of North Africa and the Balearic Islands in the Mediterranean Sea,P131,Backwards
1492 papal conclave,Pope Alexander VI,Pope Alexander VI,Cardinal Rodrigo Borja was elected unanimously on the fourth ballot as Pope Alexander VI,P710,Forwards
Early life and career of Julius Caesar,Julius Caesar,Julius Caesar,The early career of Julius Caesar was characterized by military adventurism and political persecution,P1269,Forwards
Amulius,Numitor,Numitor,He forced Rhea Silvia Numitors daughter to become a Vestal Virgin a priestess of Vesta so that she would never bear any sons that might overthrow him,P3373,Backwards
