Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Ptolemy Apion,Cyrene Libya,Cyrene,Ptolemy Apion or simply known as Apion Ancient Greek Πτολεμαῖος Ἀπίων between 150 BC and 145 BC – 96 BC was the last Greek King of Cyrene and was a member of the Ptolemaic dynasty,P19,Forwards
Bernard of Corleone,Palermo,Palermo,But one duel went too far and he almost killed his opponent he fled to the Franciscans in Palermo where he experienced a radical conversion and repentance for his previous life,P20,Forwards
Vopiscus Julius Iulus,Ancient Rome,Roman,Vopiscus Julius Iulus was a Roman statesman who held the consulship in 473 BC a year in which the authority of the Roman magistrates was threatened after the murder of a tribune of the plebs,P27,Forwards
Marmaris,Turkey,Turkey,Marmaris Turkish pronunciation160ˈmaɾmaɾis is a port city and tourist resort on the Mediterranean coast located in Muğla Province southwest Turkey along the shoreline of the Turkish Riviera,P17,Forwards
Pusiano,Canzo,Canzo,Pusiano borders the following municipalities Canzo Cesana Brianza Eupilio,P47,Forwards
Ludovico Morbioli,Bologna,Bologna,Ludovico Morbioli 1433  9 November 1485 was an Italian Roman Catholic from Bologna who led a dissolute life before adopting a life of repentance,P20,Forwards
Turkish lira,Turkey,Turkey,The Turkish lira Turkish Türk lirası sign ₺ code TRY numeric code 949 usually abbreviated as TL is the currency of Turkey and Northern Cyprus,P17,Forwards
Treviolo,Bergamo,Bergamo,Treviolo Bergamasque Treviöl is a comune municipality in the Province of Bergamo in the Italian region of Lombardy located about 40 kilometres 25160mi northeast of Milan and about 7 kilometres 4160mi southwest of Bergamo,P47,Forwards
Evaristo Lucidi,Italy,Italian,Evaristo Lucidi 4 October 1866 – 31 March 1929 was an Italian Cardinal of the Catholic Church,P19,Forwards
Quintus Aemilius Laetus,Praetorian prefect,prefect,Quintus Aemilius Laetus died 193 was a prefect of the Roman imperial bodyguard known as the Praetorian Guard from 191 until his death in 193,P39,Forwards
Numitor,Alba Longa,Alba Longa,In Roman mythology King Numitor ˈnjuːmɪtər tɔːr of Alba Longa was the maternal grandfather of Romes founder and first king Romulus and his twin brother Remus,P19,Forwards
Tiberius Gracchus,Tribune of the plebs,tribune of the plebs,Against stiff opposition in the aristocratic Senate this legislation was carried through during his term as tribune of the plebs in 133 BC,P39,Forwards
Çine,Turkey,Turkey,Çine is a town and a district of Aydın Province in the Aegean region of Turkey 38160km 24160mi from the city of Aydın on the road to Muğla,P17,Forwards
Flag of Italy,National symbols of Italy,national symbols of Italy,The Italian law regulates its use and display protecting its defense and providing for the crime of insulting it it also prescribes its teaching in Italian schools together with other national symbols of Italy,P361,Forwards
French Revolutionary Wars,Battle of Tarvis 1797,Tarvis,Tarvis,P361,Backwards
Vatican Hill,Vatican City,Vatican City,Vatican Hill ˈvætɪkən Latin Mons Vaticanus Italian Colle Vaticano is a hill located across the Tiber river from the traditional seven hills of Rome that also gave the name of Vatican City,P17,Forwards
Limburg Netherlands,North RhineWestphalia,North RhineWestphalia,Its long eastern boundary is the international border with the German state of North RhineWestphalia,P47,Forwards
Roman scudo,Papal States,Papal States,The Roman scudo plural scudi romani was the currency of the Papal States until 1866,P17,Forwards
Sahara,Egypt,Egypt,The desert comprises much of North Africa excluding the fertile region on the Mediterranean Sea coast the Atlas Mountains of the Maghreb and the Nile Valley in Egypt and Sudan,P131,Forwards
Greece,Aegean Sea,Aegean Sea,The Aegean Sea lies to the east of the mainland the Ionian Sea to the west the Cretan Sea and the Mediterranean Sea to the south,P131,Backwards
ÎledArz,France,France,Île dArz is an archipelago of nine islands and is a commune in the Morbihan department in Brittany in northwestern France only 6 kilometres 37 miles to the southwest of Vannes,P17,Forwards
Basque Country greater region,Spain,Spain,The Basque country is located in the western Pyrenees straddling the border between France and Spain on the coast of the Bay of Biscay,P17,Forwards
Marche,Tuscany,Tuscany,The region is located in the Central area of the country bordered by EmiliaRomagna and the republic of San Marino to the north Tuscany to the west Umbria to the southwest Abruzzo and Lazio to the south and the Adriatic Sea to the east,P47,Backwards
Centaurides,Greek mythology,Greek mythology,First encountered in Greek mythology as members of the tribe of the Centauroi the Centaurides are only occasionally mentioned in written sources but appear frequently in Greek art and Roman mosaics,P361,Forwards
National Roman Museum,Italy,Italy,The National Roman Museum Italian Museo Nazionale Romano is a museum with several branches in separate buildings throughout the city of Rome Italy,P17,Forwards
RomanoGermanic Museum,Germany,Germany,The RomanGermanic Museum RGM in German RömischGermanisches Museum is an archaeological museum in Cologne Germany,P17,Forwards
Burghausen Altötting,Germany,Germany,Burghausen is the largest town in the Altötting district of Upper Bavaria in Germany,P17,Forwards
Via Ardeatina,Rome,Rome, Ardea lay 24 miles 39 kilometers distant from Rome,P131,Forwards
Anna Guarini,Ferrara,Ferrara, She was one of the most renowned singers of the age and was one of the four concerto di donne at the Ferrara court of the dEste family for whom many composers wrote in a progressive style,P20,Forwards
Alexander Polyhistor,Ancient Rome,Romans,Lucius Cornelius Alexander Polyhistor Ancient Greek Ἀλέξανδρος ὁ Πολυΐστωρ flourished in the first half of the 1st century BC also called Alexander of Miletus was a Greek scholar who was enslaved by the Romans during the Mithridatic War and taken to Rome as a tutor,P27,Forwards
Aemilius Macer,Ancient Rome,Roman,Aemilius Macer of Verona was a Roman didactic poet,P27,Forwards
HerrenSulzbach,Germany,Germany,HerrenSulzbach “Lords’ Sulzbach” is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Italian unification,Kingdom of Italy,Kingdom of Italy,Italian unification Italian Unità dItalia uniˈta ddiˈtaːlja also known as the Risorgimento rɪˌsɔːrdʒɪˈmɛntoʊ Italian160risordʒiˈmento meaning Resurgence was the 19thcentury political and social movement that resulted in the consolidation of different states of the Italian Peninsula into a single state the Kingdom of Italy,P17,Forwards
Decury,Ancient Rome,Ancient Rome,In Ancient Rome a decury Latin decuria plural decuriae was a group of ten people ranged under one chief or commander called a decurio,P17,Forwards
Italy,Southern Italy,Southern Italy,These mostly independent statelets served as Europes main trading hubs with Asia and the Near East often enjoying a greater degree of democracy than the larger feudal monarchies that were consolidating throughout Europe however part of central Italy was under the control of the theocratic Papal States while Southern Italy remained largely feudal until the 19th century partially as a result of a succession of Byzantine Arab Norman Angevin Aragonese and other foreign conquests of the region,P17,Backwards
Gnaeus Domitius Ahenobarbus consul 122 BC,Roman censor,censor,As censor in 115 BC he expelled thirtytwo senators from the senate,P39,Forwards
Rome,EUR Rome,EUR,Romes EUR business district is the home of many companies involved in the oil industry the pharmaceutical industry and financial services,P131,Backwards
Carabinieri,Italy,Italy,The Carabinieri ˌkærəbɪnˈjɛəri also US ˌkɑːr Italian160karabiˈnjɛːri formally Arma dei Carabinieri Arm of Carabineers previously Corpo dei Carabinieri Reali Royal Carabineers Corps are the national gendarmerie of Italy who primarily carry out domestic policing duties,P17,Forwards
Government Museum Chennai,India,India,Started in 1851 it is the second oldest museum in India after the Indian Museum in Kolkata and is the tenth oldest Museum in the World,P17,Forwards
Carrascosa del Campo,Spain,Spain,It is located in the area called Mancha Alta y Sierra Media in the Province of Cuenca part of the autonomous community of CastileLa Mancha in Spain,P17,Forwards
Avignon,Pope Clement VI,Pope Clement VI,Between 1309 and 1377 during the Avignon Papacy seven successive popes resided in Avignon and in 1348 Pope Clement VI bought the town from Joanna I of Naples,P20,Backwards
Remmia gens,Ancient Rome,ancient Rome,The gens Remmia occasionally written Remia was an obscure plebeian family at ancient Rome,P17,Forwards
Ahmed Benyahia,Constantine Algeria,Constantine,Ahmed Benyahia Arabic أحمد بن يحيى8206 born in Constantine Algeria in 1943 is an Algerian artist,P19,Forwards
Imperial fora,Rome,Rome,The Imperial fora Fori Imperiali  in Italian are a series of monumental fora public squares constructed in Rome over a period of one and a half centuries between 46 BC and 113 AD,P131,Forwards
Cento,Italy,Italy,Cento Italian pronunciation160ˈtʃɛnto Northern Bolognese Zèint City Bolognese Zänt Centese Zènt is a town and comune in the province of Ferrara EmiliaRomagna Italy,P17,Forwards
Sarmatians,Iranian peoples,Iranians,Iranians,P361,Forwards
Montecatini Val di Cecina,Volterra,Volterra,Located approximatively 60 kilometres 37 miles south of Pisa the  medieval town sits on the Poggio la Croce hill overlooking the Cecina Valley and the larger hilltown of Volterra which lies just 15160km 9 miles away,P47,Backwards
Chianciano Terme,Italy,Italian,Chianciano Terme is a comune municipality in the Province of Siena in the Italian region Tuscany located about 90 kilometres 56160mi southeast of Florence and about 50 kilometres 31160mi southeast of Siena,P17,Forwards
Simmern,Germany,Germany,Simmern German pronunciation32ˈzɪmən officially SimmernHunsrück is a town of roughly 7600 inhabitants 2013 in RhinelandPalatinate Germany the district seat of the RheinHunsrückKreis and the seat of the Verbandsgemeinde SimmernRheinböllen,P17,Forwards
Fiuggi,Province of Frosinone,province of Frosinone,Fiuggi Ciociaro Fiuio is a comune municipality in the province of Frosinone in the region of Lazio in central Italy,P131,Forwards
Metalla,Sardinia,Sardinia,Metalla was a Roman mining center located in the Iglesiente region of Sardinia entrusted to a procurator metallorum where were destined Christians and slaves condemned to forced labor,P131,Forwards
Strait of Messina Bridge,Italy,Italy,The Strait of Messina Bridge is a longplanned suspension bridge across the Strait of Messina a narrow section of water between the eastern tip of Sicily and the southern tip of mainland Italy specifically between north Messinas Torre Faro and Villa San Giovanni,P17,Forwards
Quintus Marcius Rex praetor 144 BC,Ancient Rome,Roman,Quintus Marcius Rex fl 2nd century BC was a Roman politician of the Marcii Reges a patrician family of gens Marcia who claimed royal descent from the Roman King Ancus Marcius,P27,Forwards
Sextus Pompeius Festus,Ancient Rome,Roman,Sextus Pompeius Festus usually known simply as Festus was a Roman grammarian who probably flourished in the later 2nd century AD perhaps at Narbo Narbonne in Gaul,P27,Forwards
Costacciaro,Sigillo,Sigillo,Costacciaro borders the following municipalities Fabriano Gubbio Sassoferrato Scheggia e Pascelupo Sigillo,P47,Backwards
Aschbach RhinelandPalatinate,Germany,Germany,Aschbach German pronunciation32ˈaʃbax  is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Emilia region,EmiliaRomagna,EmiliaRomagna,Emilia Emilian Emîlia  Emégglia is a historical region of northern Italy which approximately corresponds to the western and northeastern portions of the modern region EmiliaRomagna with the area of Romagna forming the remainder of the modern region,P131,Forwards
Vittorio Veneto,Italy,Italy,Vittorio Veneto is a city and comune situated in the Province of Treviso in the region of Veneto Italy in the northeast of Italy between the Piave and the Livenza rivers,P17,Forwards
Tomb of the Whipping,Italy,Italy,The Tomb of the Whipping Italian Tomba della Fustigazione is an Etruscan tomb in the Necropolis of Monterozzi near Tarquinia Lazio Italy,P17,Forwards
Province of Frosinone,Frosinone,Frosinone,Its capital is the city of Frosinone,P131,Backwards
